id,text,label
28948,deal buy urgent cash free assignment project,spam
28949,buy cash winner deal money meeting meeting,spam
28950,report project meeting team assignment deal discount,not spam
28951,update update project deadline schedule offer money,not spam
28952,discount winner cash buy winner deadline project,spam
28953,meeting deadline work report work buy winner,not spam
28954,meeting work work project assignment money money,not spam
28955,work project meeting project deadline money cash,not spam
28956,cash deal deal free deal team meeting,spam
28957,work team report meeting assignment offer winner,not spam
28958,money money offer lottery free deadline task,spam
28959,offer winner discount cash deal team meeting,spam
28960,task schedule report team task deal money,not spam
28961,buy money buy winner deal schedule assignment,spam
28962,cash buy offer lottery free task meeting,spam
28963,discount free urgent offer free report project,spam
28964,deadline schedule assignment team task free lottery,not spam
28965,cash cash cash buy offer team deadline,spam
28966,discount discount offer money lottery team update,spam
28967,work task team schedule assignment free urgent,not spam
28968,free free cash buy discount assignment meeting,spam
28969,lottery winner discount deal discount project deadline,spam
28970,task team assignment deadline deadline free money,not spam
28971,free urgent money cash money schedule project,spam
28972,free cash lottery offer money deadline update,spam
28973,offer offer discount deal winner task meeting,spam
28974,project meeting update meeting meeting cash buy,not spam
28975,meeting deadline assignment report update offer discount,not spam
28976,assignment team work project report cash cash,not spam
28977,cash cash offer money lottery schedule task,spam
28978,money discount discount urgent cash work deadline,spam
28979,report work work meeting schedule winner offer,not spam
28980,schedule assignment work project meeting free free,not spam
28981,cash lottery winner lottery urgent task team,spam
28982,task deadline project deadline team offer money,not spam
28983,team assignment project meeting deadline buy free,not spam
28984,work meeting team team meeting urgent money,not spam
28985,work update meeting task update offer offer,not spam
28986,task report schedule team task free urgent,not spam
28987,money cash free free offer update task,spam
28988,deal discount winner lottery free update task,spam
28989,meeting schedule assignment team work cash buy,not spam
28990,deadline team schedule team work cash winner,not spam
28991,offer winner urgent offer lottery project report,spam
28992,update update report project update free buy,not spam
28993,discount buy lottery winner winner meeting project,spam
28994,report report team team meeting lottery buy,not spam
28995,urgent cash deal deal deal task project,spam
28996,offer money offer urgent lottery meeting task,spam
28997,work report work assignment team buy deal,not spam
28998,deadline task report meeting meeting buy lottery,not spam
28999,buy free money lottery cash report report,spam
29000,free winner buy cash winner deadline assignment,spam
29001,update assignment task update schedule lottery offer,not spam
29002,assignment assignment work update meeting free cash,not spam
29003,discount urgent urgent cash discount assignment task,spam
29004,urgent money discount deal free deadline report,spam
29005,report deadline project task schedule money free,not spam
29006,buy free lottery money cash project report,spam
29007,winner deal urgent free offer team work,spam
29008,project team project assignment deadline winner winner,not spam
29009,schedule schedule work task assignment deal buy,not spam
29010,discount money deal winner urgent deadline report,spam
29011,schedule assignment update meeting assignment discount offer,not spam
29012,report team deadline report report buy discount,not spam
29013,free urgent money money cash schedule deadline,spam
29014,report project schedule team deadline discount winner,not spam
29015,schedule meeting report task project winner urgent,not spam
29016,urgent urgent lottery discount winner assignment meeting,spam
29017,cash offer discount deal discount update deadline,spam
29018,deadline work schedule work project winner deal,not spam
29019,deadline meeting work schedule update money offer,not spam
29020,cash lottery urgent buy cash report assignment,spam
